"日期
                            ","收盘价
                            ","涨跌幅
                            ","主力净流入
                            ","超大单净流入
                            ","大单净流入
                            ","中单净流入
                            ","小单净流入
                            "
"净额
                            ","净占比
                            ","净额
                            ","净占比
                            ","净额
                            ","净占比
                            ","净额
                            ","净占比
                            ","净额
                            ","净占比
                            "
2020-08-10,2735.26,-0.53%,-58.39亿,-2.80%,-26.38亿,-1.27%,-32.01亿,-1.54%,11.15亿,0.53%,47.24亿,2.27%
2020-08-07,2749.95,-2.29%,-153.20亿,-6.33%,-67.49亿,-2.79%,-85.71亿,-3.54%,21.13亿,0.87%,132.07亿,5.45%
2020-08-06,2814.37,-1.60%,-106.18亿,-4.31%,-55.51亿,-2.25%,-50.68亿,-2.06%,17.10亿,0.69%,89.08亿,3.62%
2020-08-05,2860.24,0.97%,-23.90亿,-1.04%,13.86亿,0.60%,-37.76亿,-1.65%,-16.04亿,-0.70%,39.94亿,1.74%
2020-08-04,2832.84,-1.26%,-139.39亿,-5.39%,-58.58亿,-2.26%,-80.81亿,-3.12%,17.01亿,0.66%,122.38亿,4.73%
2020-08-03,2868.88,2.63%,-1.89亿,-0.07%,16.16亿,0.61%,-18.05亿,-0.69%,-17.86亿,-0.68%,19.75亿,0.75%
2020-07-31,2795.40,1.89%,7.64亿,0.34%,40.92亿,1.80%,-33.28亿,-1.46%,-31.73亿,-1.40%,24.09亿,1.06%
2020-07-30,2743.63,-0.86%,-110.29亿,-5.14%,-44.26亿,-2.06%,-66.03亿,-3.07%,13.98亿,0.65%,96.31亿,4.48%
2020-07-29,2767.40,3.78%,77.92亿,3.76%,80.23亿,3.87%,-2.32亿,-0.11%,-42.84亿,-2.07%,-35.07亿,-1.69%
2020-07-28,2666.52,1.32%,-38.89亿,-2.24%,-14.63亿,-0.84%,-24.27亿,-1.40%,3.36亿,0.19%,35.53亿,2.05%
2020-07-27,2631.76,0.15%,-48.50亿,-2.65%,-11.48亿,-0.63%,-37.01亿,-2.03%,-1.22亿,-0.07%,49.72亿,2.72%
2020-07-24,2627.84,-6.14%,-214.28亿,-8.15%,-122.30亿,-4.65%,-91.98亿,-3.50%,50.30亿,1.91%,163.98亿,6.24%
2020-07-23,2799.67,1.11%,-82.51亿,-3.46%,-14.50亿,-0.61%,-68.01亿,-2.86%,-8.73亿,-0.37%,91.24亿,3.83%
2020-07-22,2769.03,1.19%,4827.93万,0.02%,28.48亿,1.29%,-27.99亿,-1.27%,-27.29亿,-1.23%,26.81亿,1.21%
2020-07-21,2736.51,1.45%,-35.69亿,-1.78%,-3.74亿,-0.19%,-31.95亿,-1.59%,-8.03亿,-0.40%,43.73亿,2.18%
2020-07-20,2697.30,1.31%,-53.33亿,-2.61%,-24.17亿,-1.18%,-29.16亿,-1.43%,18.33亿,0.90%,35.00亿,1.71%
2020-07-17,2662.40,0.61%,-52.76亿,-2.47%,-5.37亿,-0.25%,-47.39亿,-2.22%,-1277.95万,-0.01%,52.89亿,2.48%
2020-07-16,2646.26,-5.93%,-177.98亿,-6.52%,-83.95亿,-3.07%,-94.03亿,-3.44%,28.38亿,1.04%,149.60亿,5.48%
2020-07-15,2813.06,-1.60%,-165.09亿,-5.46%,-71.52亿,-2.37%,-93.57亿,-3.10%,22.08亿,0.73%,143.01亿,4.73%
2020-07-14,2858.67,-1.06%,-218.19亿,-6.74%,-92.95亿,-2.87%,-125.24亿,-3.87%,45.67亿,1.41%,172.52亿,5.33%
2020-07-13,2889.43,3.99%,-20.11亿,-0.66%,18.87亿,0.62%,-38.98亿,-1.28%,-8.57亿,-0.28%,28.68亿,0.94%
2020-07-10,2778.46,0.75%,-110.30亿,-3.76%,-39.74亿,-1.36%,-70.56亿,-2.41%,7926.17万,0.03%,109.51亿,3.74%
2020-07-09,2757.65,3.98%,-60.57亿,-1.89%,-6.91亿,-0.22%,-53.66亿,-1.67%,-5.91亿,-0.18%,66.48亿,2.07%
2020-07-08,2651.97,2.34%,-27.93亿,-1.05%,18.58亿,0.70%,-46.51亿,-1.75%,-16.24亿,-0.61%,44.16亿,1.66%
